4
4
0.57735026919 0.57735026919 0.57735026919     0.25
-0.57735026919 -0.57735026919 0.57735026919     0.25
-0.57735026919 0.57735026919 -0.57735026919     0.25
0.57735026919 -0.57735026919 -0.57735026919     0.25
